Br,C,Cl,F,H,N,O,S
0,17,0,2,24,2,3,0
0,17,0,2,24,2,3,0
0,17,0,2,24,2,3,0
0,17,0,2,24,2,3,0
0,17,0,2,24,2,3,0
0,17,0,2,24,2,3,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,15,0,0,24,4,2,0
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,25,3,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,16,0,0,26,2,2,1
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,15,0,0,23,3,3,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,30,4,2,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,17,0,0,29,3,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,26,2,3,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,16,0,0,25,3,2,0
0,17,0,0,14,4,1,0
0,17,0,0,14,4,1,0
0,17,0,0,14,4,1,0
0,15,0,0,13,3,2,0
0,14,0,0,13,5,1,0
0,14,0,0,13,5,1,0
0,14,0,0,13,5,1,0
0,14,0,0,13,5,1,0
0,17,0,0,14,6,2,0
0,17,0,0,14,6,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,0,14,6,2,0
0,17,0,0,14,6,2,0
0,15,0,0,14,6,1,0
0,15,0,0,14,6,1,0
0,15,0,0,14,6,1,0
0,15,0,0,14,6,1,0
0,13,2,0,13,3,2,0
0,13,2,0,13,3,2,0
0,13,2,0,13,3,2,0
0,13,2,0,13,3,2,0
0,13,2,0,13,3,2,0
0,13,2,0,13,3,2,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,15,0,1,17,4,3,0
0,16,0,0,20,4,2,0
0,16,0,0,20,4,2,0
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,16,0,0,21,5,2,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,13,0,1,15,4,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,18,0,0,20,2,1,1
0,16,1,0,18,3,2,0
0,16,1,0,18,3,2,0
0,16,1,0,18,3,2,0
0,14,0,0,17,3,3,0
0,14,0,0,17,3,3,0
0,14,0,0,17,3,3,0
0,16,0,0,22,2,4,0
0,16,0,0,22,2,4,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,21,0,0,27,3,1,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,19,0,0,15,3,3,0
0,17,0,0,21,1,4,0
0,17,0,0,21,1,4,0
0,17,0,0,21,1,4,0
0,17,0,0,21,1,4,0
0,17,0,0,21,1,4,0
0,17,0,0,21,1,4,0
0,11,1,0,16,3,2,0
0,11,1,0,16,3,2,0
0,13,0,0,18,2,4,0
0,13,0,0,18,2,4,0
0,13,0,0,18,2,4,0
0,14,0,0,14,2,4,0
0,14,0,0,14,2,4,0
0,14,0,0,14,2,4,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,15,0,0,23,7,1,0
0,18,0,0,16,2,5,0
0,18,0,0,16,2,5,0
0,18,0,0,16,2,5,0
0,17,0,0,14,2,5,0
0,17,0,0,14,2,5,0
0,17,0,0,14,2,5,0
0,14,0,0,13,1,5,0
0,14,0,0,13,1,5,0
0,14,0,0,13,1,5,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,1,17,4,2,0
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,16,0,0,18,4,2,1
0,15,0,0,16,4,1,1
0,15,0,0,16,4,1,1
0,15,0,0,16,4,1,1
0,15,0,0,16,4,1,1
0,15,0,0,16,4,1,1
0,15,0,0,16,4,1,1
0,13,0,2,11,1,5,1
0,13,0,2,11,1,5,1
0,13,0,2,11,1,5,1
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,15,0,0,17,3,4,0
0,14,0,0,12,2,3,0
0,14,0,0,12,2,3,0
0,13,1,0,12,1,5,1
0,13,1,0,12,1,5,1
0,13,1,0,12,1,5,1
0,13,1,0,12,1,5,1
0,15,0,0,18,4,2,0
0,15,0,0,18,4,2,0
0,15,0,0,18,4,2,0
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,17,0,0,18,4,1,1
0,13,0,3,12,5,2,0
0,13,0,3,12,5,2,0
0,13,0,3,12,5,2,0
0,15,0,0,18,2,4,0
0,15,0,0,18,2,4,0
0,15,0,0,18,2,4,0
0,15,0,0,18,2,4,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,16,0,1,12,3,3,0
0,16,0,1,12,3,3,0
0,13,0,1,16,5,1,0
0,13,0,1,16,5,1,0
0,13,0,1,16,5,1,0
0,13,0,1,16,5,1,0
0,13,0,1,16,5,1,0
0,18,0,1,16,5,1,0
0,18,0,1,16,5,1,0
0,18,0,1,16,5,1,0
0,18,0,1,16,5,1,0
0,13,1,1,10,2,3,0
0,13,1,1,10,2,3,0
0,11,0,3,10,5,2,0
0,11,0,3,10,5,2,0
0,14,0,0,16,2,1,1
0,14,0,0,16,2,1,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,18,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,17,0,0,24,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,16,0,0,22,4,2,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,13,0,0,14,6,3,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,16,0,1,14,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,1,16,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,17,0,0,17,3,2,1
0,16,0,0,18,2,5,0
0,16,0,0,18,2,5,0
0,16,0,0,18,2,5,0
0,16,0,0,18,2,5,0
0,12,1,2,12,1,2,0
0,12,1,2,12,1,2,0
0,12,1,2,12,1,2,0
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,16,0,0,20,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,17,0,0,22,4,1,1
0,15,0,0,19,5,1,2
0,15,0,0,19,5,1,2
0,15,0,0,19,5,1,2
0,15,0,0,19,5,1,2
0,15,0,0,19,5,1,2
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,17,0,0,20,4,1,1
0,15,1,0,16,3,1,1
0,15,1,0,16,3,1,1
0,15,1,0,16,3,1,1
0,15,1,0,16,3,1,1
0,15,1,0,16,3,1,1
0,15,1,0,16,3,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,15,0,1,17,4,1,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,16,0,0,19,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,13,3,2,0
0,13,0,0,17,1,5,1
0,13,0,0,17,1,5,1
0,13,0,0,17,1,5,1
0,13,0,0,17,1,5,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,19,5,1,1
0,16,0,0,17,5,2,1
0,16,0,0,17,5,2,1
0,16,0,0,17,5,2,1
0,16,0,0,17,5,2,1
0,16,0,0,17,5,2,1
0,16,0,0,17,5,2,1
0,16,0,0,19,5,2,1
0,16,0,0,19,5,2,1
0,16,0,0,19,5,2,1
0,16,0,0,19,5,2,1
0,16,0,0,19,5,2,1
0,16,0,0,19,5,2,1
0,14,0,1,14,5,1,1
0,14,0,1,14,5,1,1
0,14,0,1,14,5,1,1
0,14,0,1,14,5,1,1
0,14,0,1,14,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,1,16,5,1,1
0,15,0,0,16,2,2,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,15,0,0,18,2,3,0
0,15,0,0,18,2,3,0
0,16,0,0,20,2,4,0
0,16,0,0,20,2,4,0
0,16,0,0,20,2,4,0
0,19,0,0,18,2,3,0
0,19,0,0,18,2,3,0
0,19,0,0,18,2,3,0
0,19,0,0,18,2,3,0
0,16,0,0,20,2,4,0
0,16,0,0,20,2,4,0
0,13,0,1,13,2,3,0
0,15,0,0,18,2,2,0
0,16,0,0,18,2,3,0
0,16,0,0,18,2,3,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,16,0,0,18,2,2,0
0,17,0,0,20,2,2,0
0,17,0,0,20,2,2,0
0,17,0,0,20,2,2,0
0,17,0,0,20,2,2,0
0,19,0,0,16,2,4,0
0,19,0,0,16,2,4,0
0,19,0,0,16,2,4,0
0,19,0,0,16,2,4,0
0,16,0,0,18,2,3,0
0,16,0,0,18,2,3,0
0,15,0,0,18,2,2,0
0,17,0,0,20,2,3,0
0,17,0,0,20,2,3,0
0,11,0,0,17,3,2,1
0,11,0,0,17,3,2,1
0,11,0,0,17,3,2,1
0,11,0,0,17,3,2,1
0,11,0,0,17,3,2,1
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,14,0,0,18,4,2,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,12,0,0,14,4,3,2
0,16,0,0,16,4,1,1
0,16,0,0,16,4,1,1
0,16,0,0,16,4,1,1
0,18,0,0,16,2,3,0
0,18,0,0,16,2,3,0
0,18,0,0,16,2,3,0
0,18,0,0,16,2,3,0
0,18,0,0,16,2,3,0
0,15,0,0,12,2,2,0
0,17,0,0,17,1,1,1
0,17,0,0,17,1,1,1
0,17,0,0,17,1,1,1
0,17,0,0,17,1,1,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,17,0,0,24,4,1,0
0,17,0,0,24,4,1,0
0,17,0,0,24,4,1,0
0,17,0,0,24,4,1,0
0,17,0,0,24,4,1,0
0,17,1,1,16,4,1,0
0,17,1,1,16,4,1,0
0,17,1,1,16,4,1,0
0,17,1,1,16,4,1,0
0,17,1,1,16,4,1,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,18,0,0,23,5,1,0
0,19,0,0,20,2,4,0
0,19,0,0,20,2,4,0
0,19,0,0,20,2,4,0
0,19,0,0,20,2,4,0
0,19,0,0,20,2,4,0
0,14,0,0,13,3,2,1
0,14,0,0,13,3,2,1
0,16,1,0,13,2,4,0
0,16,1,0,13,2,4,0
0,13,0,3,10,5,0,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,16,0,0,21,3,2,0
0,17,0,0,16,4,1,0
0,17,0,0,16,4,1,0
0,17,0,0,16,4,1,0
0,17,0,0,16,4,1,0
0,19,0,0,22,4,2,0
0,19,0,0,22,4,2,0
0,18,1,0,16,3,2,0
0,18,1,0,16,3,2,0
0,18,1,0,16,3,2,0
0,18,1,0,16,3,2,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,15,0,0,11,1,4,1
0,15,0,0,11,1,4,1
0,15,1,0,17,4,2,0
0,15,1,0,17,4,2,0
0,15,1,0,17,4,2,0
0,15,1,0,17,4,2,0
0,17,0,0,18,4,1,0
0,17,0,0,18,4,1,0
0,17,0,0,18,4,1,0
0,20,0,0,20,6,0,0
0,20,0,0,20,6,0,0
0,20,0,0,20,6,0,0
0,20,0,0,20,6,0,0
0,20,0,0,20,6,0,0
0,20,0,0,20,6,0,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,16,1,0,18,5,1,0
0,15,0,0,13,5,3,1
0,15,0,0,13,5,3,1
0,15,0,0,13,5,3,1
0,15,0,0,13,5,3,1
0,15,0,0,13,5,3,1
0,15,0,0,13,5,3,1
0,16,0,0,15,3,3,1
0,16,0,0,15,3,3,1
0,16,0,0,15,3,3,1
0,16,0,0,13,3,2,0
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,17,0,0,22,2,3,1
0,16,0,0,9,7,0,1
0,18,0,1,17,4,1,0
0,17,0,0,16,2,3,0
0,17,0,0,16,2,3,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,17,0,1,18,5,1,0
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,16,0,1,18,3,1,1
0,13,0,0,14,2,3,2
0,13,0,0,14,2,3,2
0,9,0,0,9,1,2,3
0,9,0,0,9,1,2,3
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,15,0,0,15,5,2,1
0,15,0,0,15,5,2,1
0,15,0,0,15,5,2,1
0,15,0,0,15,5,2,1
0,11,0,2,9,1,2,2
0,11,0,2,9,1,2,2
0,11,0,2,9,1,2,2
0,13,0,1,7,4,1,0
0,11,1,0,10,1,2,2
0,11,1,0,10,1,2,2
0,11,1,0,10,1,2,2
0,11,0,1,10,1,2,2
0,11,0,1,10,1,2,2
0,11,0,1,10,1,2,2
0,11,0,1,10,1,2,2
0,11,1,0,10,1,2,2
0,11,1,0,10,1,2,2
0,11,1,0,10,1,2,2
1,11,0,0,10,1,2,2
1,11,0,0,10,1,2,2
1,11,0,0,10,1,2,2
1,11,0,0,10,1,2,2
0,11,0,1,10,1,2,2
0,11,0,1,10,1,2,2
0,11,0,1,10,1,2,2
0,11,2,0,9,1,2,2
0,11,2,0,9,1,2,2
0,11,2,0,9,1,2,2
0,14,0,0,17,1,2,2
0,14,0,0,17,1,2,2
0,14,0,0,17,1,2,2
0,11,1,1,9,1,2,2
0,11,1,1,9,1,2,2
0,11,1,1,9,1,2,2
0,11,1,1,9,1,2,2
0,15,0,0,13,1,2,2
0,15,0,0,13,1,2,2
0,11,0,0,11,1,2,2
0,11,0,0,11,1,2,2
0,11,0,0,11,1,2,2
0,11,0,0,11,1,2,2
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,18,0,0,23,3,3,0
0,12,0,0,13,1,2,2
0,12,0,0,13,1,2,2
0,12,0,0,13,1,2,2
0,12,0,0,13,1,2,2
0,11,1,0,10,1,2,2
0,11,1,0,10,1,2,2
0,13,0,0,15,1,3,2
0,13,0,0,15,1,3,2
0,13,0,0,15,1,3,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,13,0,0,15,1,2,2
0,14,0,0,17,1,2,2
0,14,0,0,17,1,2,2
0,14,0,0,17,1,2,2
0,14,0,0,17,1,2,2
0,11,0,1,10,1,2,2
